STATUS,TITLE,DEPARTMENT,FUNCTION,DIVISION,UNION_STATUS,EMPLOYMENT_CATEGORY,AGE,GENERATION,GENDER,ETHNIC_ORIGIN,LAST_PERFORMANCE_RATING,LAST_POTENTIAL_RATING,EMPLOYEE_PAY_FREQUENCY,EXEMPTTF,EMPLOYEE_PAY_BASIS,MANAGER_ID
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,37,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2059
Active,Analyst,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,27,Generation Y,Male,H,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1549
Active,Forklift Driver,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,52,Boomer,Male,B,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S2653
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,23,Generation Y,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2713
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,59,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3449
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,19,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2146
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S58
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,32,Generation X,Female,H,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S4044
Active,Forklift Driver,Operations-West,Operations,Product,Union,Regular Employee FT,48,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1418
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,62,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S3888
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,40,Generation X,Male,H,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,F,Daily,S168
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,50,Boomer,Male,W,Meets & Exceeds,Strong Contributor,Monthly,T,Salary,S5403
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,25,Generation Y,Male,X,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2129
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,26,Generation Y,Female,B,Too New,Not assigned,Bi-Weekly,F,Daily,S338
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,29,Generation Y,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S648
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,44,Generation X,Male,A,Developing/Meets Some,Not assigned,Weekly,F,Hourly,S3765
Active,Team Lead,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,50,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3992
Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,25,Generation Y,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3520
Active,Account Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,30,Generation Y,Male,A,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S2415
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,54,Boomer,Male,W,Too New,Not assigned,Weekly,F,Hourly,S3307
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,45,Generation X,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1699
Active,Labor,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,38,Generation X,Male,U,No Rating,No Rating,Bi-Weekly,F,Hourly,S2659
Active,Merchandiser,Sales-West,Sales,Sales,Union,Regular Employee FT,25,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1417
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,50,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1569
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,28,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1531
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,49,Boomer,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1541
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,57,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S600
Active,Administrator,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,32,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2776
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,35,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2636
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,37,Generation X,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3629
Active,Mechanic,Support,Support,Product,Non-Union,Regular Employee FT,50,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2140
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S369
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,42,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3428
Active,Manager,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,47,Generation X,Male,W,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4339
Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S4025
Active,Director,IT,Finance & IT,Corporate,Non-Union,Regular Employee FT,53,Boomer,Male,A,No Rating,No Rating,Semi-Mont,T,Salary,S4501
Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,46,Generation X,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2919
Terminated,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,24,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S2617
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,50,Boomer,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3477
Active,Laborer,Operations-East,Operations,Product,Union,Regular Employee FT,39,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2113
Active,Representative,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,28,Generation Y,Male,W,Meets & Exceeds,Not assigned,Weekly,F,Hourly,S1820
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,41,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2042
Active,Operator,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,38,Generation X,Female,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1137
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,40,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S302
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,47,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Daily,S10
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,61,Boomer,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S1234
Active,Merchandiser,Operations-East,Operations,Product,Non-Union,Regular Employee FT,32,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S571
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,53,Boomer,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1900
Terminated,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,33,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S3052
Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,45,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2652
Active,Customer Service Representative,HR,HR,Corporate,Non-Union,Regular Employee FT,44,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2601
Active,Driver,Operations-East,Operations,Product,Union,Regular Employee FT,48,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S311
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,23,Generation Y,Male,H,No Rating,No Rating,Bi-Weekly,F,Hourly,S1550
Active,Supervisor,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,49,Boomer,Male,W,Successfully Meets Expectations,Strong Contributor,Bi-Weekly,T,Salary,S1066
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,24,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S174
Active,Laborer,Operations-West,Operations,Product,Union,Regular Employee FT,26,Generation Y,Male,A,No Rating,No Rating,Weekly,F,Hourly,S3519
Active,Driver,Support,Support,Product,Union,Regular Employee FT,39,Generation X,Male,O,No Rating,No Rating,Weekly,F,Hourly,S946
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Male,B,Successfully Meets Expectations,Mastery,Bi-Weekly,F,Daily,S327
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,50,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Daily,S872
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee PT,26,Generation Y,Male,B,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S407
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,55,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1276
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,B,Too New,Not assigned,Bi-Weekly,F,Daily,S479
Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1000
Active,Merchandiser,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,42,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2257
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Male,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Daily,S558
Active,Supervisor,Operations-East,Operations,Product,Non-Union,Regular Employee FT,39,Generation X,Male,W,Successfully Meets Expectations,Mastery,Monthly,T,Salary,S2099
Active,Analyst,Operations-West,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Male,H,Successfully Meets Expectations,Strong Contributor,Weekly,F,Hourly,S3506
Terminated,Mechanic,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,36,Generation X,Male,W,Too New,Not assigned,Bi-Weekly,F,Hourly,S2912
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2164
Terminated,Clerk,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,34,Generation X,Female,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1581
Active,Clerk,Operations-West,Operations,Product,Non-Union,Regular Employee FT,43,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2501
Active,Driver,Operations-West,Operations,Product,Union,Regular Employee FT,55,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S806
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,31,Generation X,Male,B,No Rating,No Rating,Weekly,F,Hourly,S3641
Active,Forklift Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,54,Boomer,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1007
Active,Merchandiser,Sales-East,Sales,Sales,Union,Regular Employee FT,30,Generation Y,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3624
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee PT,32,Generation X,Male,X,No Rating,No Rating,Bi-Weekly,F,Hourly,S1723
Active,Sales Manager,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Strong Contributor,Monthly,T,Salary,S5380
Active,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,54,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3899
Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,45,Generation X,Male,H,No Rating,No Rating,Weekly,F,Hourly,S3329
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1879
Terminated,Mechanic,Factory-Central,Manufacturing,Product,Non-Union,Regular Employee FT,59,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Weekly,F,Hourly,S4045
Active,Account Manager,Sales-East,Sales,Sales,Union,Regular Employee FT,61,Boomer,Male,W,No Rating,No Rating,Weekly,F,Daily,S805
Active,Engineer,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,32,Generation X,Male,X,Successfully Meets Expectations,Strong Contributor,Semi-Mont,T,Salary,S4472
Active,Labor,Factory-East,Manufacturing,Product,Union,Regular Employee FT,56,Boomer,Male,B,No Rating,No Rating,Bi-Weekly,F,Hourly,S1421
Active,Supervisor,Operations-West,Operations,Product,Non-Union,Regular Employee FT,42,Generation X,Male,W,Meets & Exceeds,Not assigned,Monthly,T,Salary,S5166
Active,Laborer,Operations-East,Operations,Product,Non-Union,Regular Employee FT,36,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1504
Active,Laborer,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,57,Boomer,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3875
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,32,Generation X,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S298
Active,Laborer,Operations-West,Operations,Product,Non-Union,Regular Employee FT,41,Generation X,Female,W,Developing/Meets Some,Not assigned,Bi-Weekly,F,Hourly,S1033
Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,27,Generation Y,Male,N,No Rating,No Rating,Weekly,F,Hourly,S959
Active,Sales Representative,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,34,Generation X,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2693
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,34,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2380
Terminated,Dispatcher,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,22,Generation Y,Female,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2481
Active,Systems Analyst,Finance,Finance & IT,Corporate,Non-Union,Regular Employee FT,63,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S4851
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,39,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S1048
Active,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,46,Generation X,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S270
Active,Forklift Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,26,Generation Y,Male,B,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1700
Active,Installer,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,51,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1156
Active,Technician,Customer Service,Customer Care,Customer Care,Union,Regular Employee FT,44,Generation X,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S2024
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,33,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S166
Terminated,Driver,Operations-East,Operations,Product,Non-Union,Regular Employee FT,32,Generation X,Male,W,Meets & Exceeds,Not assigned,Bi-Weekly,F,Daily,S620
Active,Merchandiser,Sales-Central,Sales,Sales,Union,Regular Employee FT,58,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1388
Active,Mechanic,Support,Support,Product,Union,Regular Employee FT,40,Generation X,Male,B,No Rating,No Rating,Weekly,F,Hourly,S1455
Active,Operator,Support,Support,Product,Non-Union,Regular Employee FT,36,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1954
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,44,Generation X,Male,W,Exceeds,Not assigned,Bi-Weekly,F,Hourly,S337
Active,Sales Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,45,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1695
Active,Technician,Factory-East,Manufacturing,Product,Non-Union,Regular Employee FT,33,Generation X,Male,H,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1911
Active,Account Executive,Sales-East,Sales,Sales,Non-Union,Regular Employee FT,37,Generation X,Male,W,Meets & Exceeds,Mastery,Bi-Weekly,F,Daily,S584
Active,Forklift Driver,Operations-East,Operations,Product,Union,Regular Employee FT,55,Boomer,Male,W,No Rating,No Rating,Bi-Weekly,F,Hourly,S1000
Active,Labor,Factory-Central,Manufacturing,Product,Union,Regular Employee FT,37,Generation X,Male,W,No Rating,No Rating,Weekly,F,Hourly,S3999
Active,Driver,Operations-West,Operations,Product,Non-Union,Regular Employee FT,30,Generation Y,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Daily,S676
Active,Forklift Driver,Operations-West,Operations,Product,Union,Regular Employee FT,54,Boomer,Female,H,No Rating,No Rating,Weekly,F,Hourly,S3690
Active,Supervisor,Support,Support,Product,Non-Union,Regular Employee FT,57,Boomer,Male,W,Successfully Meets Expectations,Not assigned,Monthly,T,Salary,S5080
Active,Operator,Support,Support,Product,Non-Union,Regular Employee FT,20,Generation Y,Male,H,No Rating,No Rating,Weekly,F,Hourly,S4010
Active,Manager,Sales-West,Sales,Sales,Non-Union,Regular Employee FT,59,Boomer,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2955
Active,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee PT,46,Generation X,Male,B,Meets & Exceeds,Not assigned,Bi-Weekly,F,Hourly,S664
Active,Technician,Customer Service,Customer Care,Customer Care,Non-Union,Regular Employee FT,68,Traditionali,Male,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S1071
Terminated,Merchandiser,Sales-Central,Sales,Sales,Non-Union,Regular Employee FT,34,Generation X,Female,W,Successfully Meets Expectations,Not assigned,Bi-Weekly,F,Hourly,S2592
